speaker,timestamp,utterance,annotation,vote,start,end,startRole,endRole,player_index,dominance,valence,arousal
Justin,03:38,"How does it feel to be lying about being the villager right now, by the way, steal that information.",['Interrogation'],4.0,218.0,224.0,Insomniac,Insomniac,0.0,0.4908693,0.43028155,0.4462797
Mitchell,03:44,Feels good.,['Defense'],0.0,224.0,226.0,Villager,Villager,4.0,0.29557014,0.46691597,0.2200693
Justin,03:46,I was the Insomniac. This is a problem. He's lying.,"['Identity Declaration', 'Accusation']",4.0,226.0,231.0,Insomniac,Insomniac,0.0,0.7263904,0.17193672,0.6766234
James,03:51,"No, I'm not.",['Defense'],4.0,231.0,234.0,Seer,Seer,3.0,0.6041582,0.7036029,0.5980503
Paul,03:55,I think James is the tanner as well. He did that right away because he chose the tanner as one of the cards in the center.,['Accusation'],4.0,235.0,242.0,Werewolf,Werewolf,2.0,0.6605482,0.7347008,0.6370379
Justin,04:02,"I think James, this is a good gambit to be as the tanner. Not as much as the werewolf because like you said, you're lying about three things.",['Accusation'],4.0,242.0,250.0,Insomniac,Insomniac,0.0,0.6883829,0.664802,0.724628
Justin,04:10,"But if he is the werewolf, it totally puts us off the track of James.",['Accusation'],4.0,250.0,254.0,Insomniac,Insomniac,0.0,0.64053583,0.26780283,0.61139184
Paul,04:14,Here's the awkward part that comes into play here.,['No Strategy'],4.0,254.0,258.0,Werewolf,Werewolf,2.0,0.45853963,0.49235514,0.39363015
Paul,04:23,I switched Lauren and Mitchell.,['Evidence'],4.0,263.0,265.0,Werewolf,Werewolf,2.0,0.46397144,0.6510303,0.38950053
Laura,04:26,I was a werewolf. That means you are a werewolf now.,"['Identity Declaration', 'Accusation']",4.0,266.0,271.0,Werewolf,Werewolf,1.0,0.33637148,0.39087492,0.33525097
Mitchell,04:31,Please tell me you're trapping her.,['Call for Action'],0.0,271.0,274.0,Villager,Villager,4.0,0.46622282,0.31532457,0.48808748
Paul,04:34,I'm not.,['Defense'],4.0,274.0,277.0,Werewolf,Werewolf,2.0,0.84515834,0.8465437,0.91098106
Mitchell,04:37,Please save my life.,['Call for Action'],0.0,277.0,279.0,Villager,Villager,4.0,0.7205907,0.89319307,0.76168346
Mitchell,04:40,I mean I have no defense. I was a villager.,['Identity Declaration'],0.0,280.0,283.0,Villager,Villager,4.0,0.68582433,0.6804186,0.7172312
Justin,04:43,Suddenly. Someone made some trouble and I'm a werewolf.,"['Identity Declaration', 'Interrogation']",4.0,283.0,286.0,Insomniac,Insomniac,0.0,0.6341983,0.5428156,0.69189423
Justin,04:47,I think we got to kill Mitchell.,['Call for Action'],4.0,287.0,290.0,Insomniac,Insomniac,0.0,0.7607262,0.8519083,0.81419384
Mitchell,04:50,I kind of agree.,['No Strategy'],0.0,290.0,292.0,Villager,Villager,4.0,0.4495332,0.34989056,0.42291647
Paul,04:52,What the fuck is James going to do If we decide to kill Mitchell?,['Interrogation'],4.0,292.0,295.0,Werewolf,Werewolf,2.0,0.7436043,0.36617845,0.7698728
Justin,04:55,He's going to vote for me.,['Accusation'],4.0,295.0,297.0,Insomniac,Insomniac,0.0,0.6763426,0.33718967,0.67818993
Paul,04:57,"Okay. But he can't. Okay. As the tanner, he can't screw up the vote for us because we're not trying to vote for laughs so you can't do that, take us down.",['No Strategy'],4.0,297.0,303.0,Werewolf,Werewolf,2.0,0.5591459,0.44876796,0.5589615
Justin,05:03,You can't do the Mike plan. Cursed Mike plan. Chad didn't like that plan.,['No Strategy'],4.0,303.0,306.0,Insomniac,Insomniac,0.0,0.5639642,0.511692,0.58717847
James,05:06,What?,['Interrogation'],4.0,306.0,308.0,Seer,Seer,3.0,0.6897669,0.8311803,0.6778643
Mitchell,05:08,I'll vote with you because I'm a werewolf. I'm scared.,"['Identity Declaration', 'Call for Action']",0.0,308.0,313.0,Villager,Villager,4.0,0.73697865,0.80922955,0.764246
Justin,05:13,"Oh, you can't vote for yourself.",['No Strategy'],4.0,313.0,317.0,Insomniac,Insomniac,0.0,0.6075183,0.6848113,0.62589204
James,05:17,"Well here's the thing, again because, okay, so I was a seer.",['Identity Declaration'],4.0,317.0,322.0,Seer,Seer,3.0,0.4584867,0.49726522,0.43901
James,05:22,And I'm terrible at being the seer because last time I had forgot the first card I looked at.,['Defense'],4.0,322.0,326.0,Seer,Seer,3.0,0.5603953,0.4302886,0.519775
James,05:28,"I forgot the first card I looked at because I was like, oh the tanner, he's the funny guy. I saw brown hair, could have been the robber, no one claimed him. So Justin's story might very well check out, but I'm sticking to my guns and....",['Accusation'],4.0,328.0,339.0,Seer,Seer,3.0,0.74289525,0.84961164,0.7797623
Paul,05:39,"I feel pretty, why is there a werewolf on you?",['Interrogation'],4.0,339.0,341.0,Werewolf,Werewolf,2.0,0.75781727,0.3194458,0.88264126
Paul,05:42,"Okay, because I feel pretty good about what Justin said because we sort of verified each other's stories based on trust.",['Accusation'],4.0,342.0,351.0,Werewolf,Werewolf,2.0,0.6317961,0.7453025,0.6105061
James,05:51,I'll talk in,['No Strategy'],4.0,351.0,353.0,Seer,Seer,3.0,0.5939485,0.4393363,0.624951
Justin,00:45,We just caught the loop there.,['No Strategy'],3.0,45.0,64.0,Robber,Villager,0.0,0.75440973,0.65685,0.76189667
Alvin,01:06,Anybody who just tuned in right there-,['No Strategy'],3.0,66.0,68.0,Villager,Villager,1.0,0.63744396,0.52360773,0.67842394
Mitchell,01:07,"Yeah, we're all just like heads down. And there's this voice, ""Wake up."" And we're all like, ""All right, let's play games.""",['No Strategy'],,67.0,77.0,Werewolf,Werewolf,3.0,0.8213247,0.7398078,0.89149266
Mitchell,01:19,Okay. We only have four minutes and 42 seconds to figure out who the werewolf is.,['No Strategy'],,79.0,83.0,Werewolf,Werewolf,3.0,0.755352,0.64366037,0.78352964
Mitchell,01:25,I was the Troublemaker.,['Identity Declaration'],,85.0,87.0,Werewolf,Werewolf,3.0,0.5954584,0.21915966,0.5830869
Justin,01:27,I'm vouching for James.,['Defense'],3.0,87.0,89.0,Robber,Villager,0.0,0.7490485,0.4165874,0.7214458
Mitchell,01:29,And I switched two cards.,['Evidence'],,89.0,91.0,Werewolf,Werewolf,3.0,0.64499855,0.5498616,0.6515932
Mitchell,01:33,As long as I... start figure out who you guys are.,['No Strategy'],,93.0,97.0,Werewolf,Werewolf,3.0,0.5859374,0.425431,0.62019956
James,01:41,"Look at him, look at this werewolf looking motherfucker.",['Accusation'],3.0,101.0,103.0,Villager,Robber,2.0,0.78928506,0.19568115,0.8687476
Justin,01:43,I was the robber. I was the robber.,['Identity Declaration'],3.0,103.0,105.0,Robber,Villager,0.0,0.878242,0.100808635,0.9135165
Justin,01:46,And I can vouch for James.,['Defense'],3.0,106.0,110.0,Robber,Villager,0.0,0.69291013,0.45701963,0.66249174
James,01:50,How do you vouch for me? You take my card?,['Interrogation'],3.0,110.0,112.0,Villager,Robber,2.0,0.6632875,0.38892746,0.6887848
James,01:54,"You're a liar, also.",['Accusation'],3.0,114.0,117.0,Villager,Robber,2.0,0.53019357,0.3913625,0.49038464
James,01:58,Because he's just... Justin is. He's a werewolf.,"['Accusation', 'Defense']",3.0,118.0,122.0,Villager,Robber,2.0,0.6451838,0.5231092,0.6343523
Justin,02:02,What do we think about Alvin? He's being's quiet.,"['Accusation', 'Interrogation']",3.0,122.0,126.0,Robber,Villager,0.0,0.72486895,0.47843128,0.79184794
Alvin,02:07,I'm a villager.,['Identity Declaration'],3.0,127.0,129.0,Villager,Villager,1.0,0.59721947,0.6381134,0.56388956
Alvin,02:12,I think Mitch is the werewolf because he's saying that.,['Accusation'],3.0,132.0,137.0,Villager,Villager,1.0,0.6080094,0.66089785,0.5796919
James,02:17,"Oh, the villager who does dick-shit just caught Mitchell. It's Mitchell. I'm on board with Mitchell now.",['Accusation'],3.0,137.0,142.0,Villager,Robber,2.0,0.68179685,0.7306489,0.69629955
Alvin,02:22,Yeah. I think Mitchell's the... yeah.,['No Strategy'],3.0,142.0,144.0,Villager,Villager,1.0,0.71699035,0.8091475,0.73793155
Alvin,02:24,I think Mitchell's the... Yeah.,['No Strategy'],3.0,144.0,147.0,Villager,Villager,1.0,0.52795506,0.5667458,0.49759823
James,02:27,Cool. Mitchell,['No Strategy'],3.0,147.0,150.0,Villager,Robber,2.0,0.755864,0.7710352,0.7992411
Justin,00:04,Robert.,['No Strategy'],3.0,4.0,52.0,Werewolf,Robber,0.0,0.7248994,0.49879652,0.72831285
James,00:52,We got a subscriber! We'll look at that in a second there.,['No Strategy'],3.0,52.0,54.0,Tanner,Tanner,2.0,0.7364002,0.39383098,0.8102169
Justin,00:55,What?,['No Strategy'],3.0,55.0,68.0,Werewolf,Robber,0.0,0.76787835,0.7799403,0.8443513
Justin,01:08,Maybe the app is programmed to say things if you play a certain amount of games in a row.,['No Strategy'],3.0,68.0,71.0,Werewolf,Robber,0.0,0.6222583,0.5337919,0.6490924
Mitchell,01:12,One night fever.,['No Strategy'],0.0,72.0,75.0,Robber,Werewolf,3.0,0.6447432,0.54992,0.68451667
Mitchell,01:15,One night fever.,['No Strategy'],0.0,75.0,77.0,Robber,Werewolf,3.0,0.6642511,0.66720545,0.69118744
Justin,01:17,"What up, Yo02? Thank you so much for following.",['No Strategy'],3.0,77.0,80.0,Werewolf,Robber,0.0,0.71433544,0.6861368,0.73344254
James,01:22,"Yep. He's like, ""Oh, unfollow. Look at them.""",['No Strategy'],3.0,82.0,87.0,Tanner,Tanner,2.0,0.64213485,0.5784423,0.64537334
James,01:27,I love a black screen Twitch.,['No Strategy'],3.0,87.0,89.0,Tanner,Tanner,2.0,0.8163741,0.90665376,0.84995383
Justin,01:29,All right. I don't even think-,['No Strategy'],3.0,89.0,92.0,Werewolf,Robber,0.0,0.49383682,0.3630123,0.5453804
Justin,01:33,No. I want to hear what people are because I always get screwed. I always get screwed.,"['Call for Action', 'Defense']",3.0,93.0,97.0,Werewolf,Robber,0.0,0.7126374,0.30926564,0.70719886
Mitchell,01:37,I'd like to hear what people are as well.,['Call for Action'],0.0,97.0,99.0,Robber,Werewolf,3.0,0.5795659,0.44380996,0.6192105
Alvin,01:39,Why don't we do it in order and then just?,['Interrogation'],3.0,99.0,102.0,Seer,Seer,1.0,0.44534534,0.41309175,0.43413216
Mitchell,01:42,"Whoever wants to offer information first, go.",['Call for Action'],0.0,102.0,104.0,Robber,Werewolf,3.0,0.5610875,0.48918897,0.5429727
Alvin,01:44,I was a villager. I had nothing either way.,['Identity Declaration'],3.0,104.0,106.0,Seer,Seer,1.0,0.47253314,0.43587518,0.44736362
James,01:47,Yep.,['Evidence'],3.0,107.0,109.0,Tanner,Tanner,2.0,0.50488335,0.4155279,0.4161606
Justin,01:49,How can you verify it? Robber?,['Interrogation'],3.0,109.0,111.0,Werewolf,Robber,0.0,0.47502884,0.3183223,0.3814786
James,01:51,"And this is the standing, just like you and I last time, and it fucked us. So Alvin, don't fuck me.",['Defense'],3.0,111.0,118.0,Tanner,Tanner,2.0,0.46569768,0.077459194,0.3415805
Alvin,01:58,I won't. I believe you.,['Defense'],3.0,118.0,120.0,Seer,Seer,1.0,0.4399863,0.27511105,0.40373656
Mitchell,02:01,I was the seer and I can verify one of their stories.,"['Identity Declaration', 'Evidence']",0.0,121.0,124.0,Robber,Werewolf,3.0,0.4890018,0.53131443,0.3942333
Justin,02:04,I was the seer.,['Identity Declaration'],3.0,124.0,128.0,Werewolf,Robber,0.0,0.64240056,0.64724165,0.62828517
Mitchell,02:08,You liar.,['Accusation'],0.0,128.0,130.0,Robber,Werewolf,3.0,0.7372373,0.68403226,0.735644
Justin,02:10,No. That was just ... No.,['Defense'],3.0,130.0,135.0,Werewolf,Robber,0.0,0.70151484,0.5580933,0.7335803
Mitchell,02:15,"So, Justin's trying to find his way out at this point.",['Accusation'],0.0,135.0,141.0,Robber,Werewolf,3.0,0.72061396,0.7761646,0.7218025
Justin,02:21,You guys can vote for me.,['Call for Action'],3.0,141.0,143.0,Werewolf,Robber,0.0,0.69391346,0.6611655,0.71333855
James,02:23,Who can you verify?,['Interrogation'],3.0,143.0,145.0,Tanner,Tanner,2.0,0.75247884,0.7980805,0.7488506
Justin,02:26,I looked at cards in the middle.,['Evidence'],3.0,146.0,149.0,Werewolf,Robber,0.0,0.7045922,0.42869842,0.69604117
James,02:29,So how can you verify one person's-,['Interrogation'],3.0,149.0,151.0,Tanner,Tanner,2.0,0.5176972,0.5313607,0.4382722
James,02:32,You said you can verify one person's.,['Accusation'],3.0,152.0,154.0,Tanner,Tanner,2.0,0.5864816,0.5371206,0.50746036
Justin,02:37,No. I said I want to hear anyone else before I start talking.,['Defense'],3.0,157.0,160.0,Werewolf,Robber,0.0,0.6642574,0.24550095,0.7111
Justin,02:41,Mitchell said he verified Alvin's story.,['Accusation'],3.0,161.0,164.0,Werewolf,Robber,0.0,0.6266794,0.61201274,0.61497015
Mitchell,02:44,I don't remember Justin saying that. I don't think he said that.,['Defense'],0.0,164.0,166.0,Robber,Werewolf,3.0,0.53130984,0.28237578,0.519994
James,02:49,"So Mitch, if you were the seer, what did you see?",['Interrogation'],3.0,169.0,177.0,Tanner,Tanner,2.0,0.6146842,0.45710737,0.6549292
Justin,02:58,"You saw a villager, the safest card to see.",['Accusation'],3.0,178.0,182.0,Werewolf,Robber,0.0,0.7156844,0.5034039,0.67507136
Mitchell,03:02,"Yes. And that's why I was like, ""I'm just going to hold back here and wait until something pans out.""",['Defense'],0.0,182.0,186.0,Robber,Werewolf,3.0,0.69389665,0.4805456,0.70560807
Justin,03:07,I saw a werewolf and a drunk.,['Evidence'],3.0,187.0,190.0,Werewolf,Robber,0.0,0.78432757,0.14350705,0.7432611
James,03:10,Show me.,['Call for Action'],3.0,190.0,195.0,Tanner,Tanner,2.0,0.5547924,0.34396422,0.5306354
Mitchell,03:15,So one of those? We all think that one of those was sitting there? We all think that one of those was sitting there?,['Interrogation'],0.0,195.0,203.0,Robber,Werewolf,3.0,0.5692289,0.55563754,0.561313
James,03:23,I like Justin's confidence.,['No Strategy'],3.0,203.0,205.0,Tanner,Tanner,2.0,0.59371656,0.70171875,0.5160675
Mitchell,03:25,I think Justin is grappling for a way out,['Accusation'],0.0,205.0,207.0,Robber,Werewolf,3.0,0.6655239,0.49979928,0.6192663
James,03:27,I like Justin's confidence.,['No Strategy'],3.0,207.0,209.0,Tanner,Tanner,2.0,0.55345,0.6264863,0.5388701
Alvin,03:30,I think Justin's the werewolf and Mitch is the tanner.,['Accusation'],3.0,210.0,212.0,Seer,Seer,1.0,0.60281503,0.44377828,0.5719324
Justin,03:32,"In all fairness, one of us is really good to be the tanner.",['No Strategy'],3.0,212.0,219.0,Werewolf,Robber,0.0,0.70019877,0.7044753,0.7165797
Mitchell,03:39,"Yeah. I was like, ""Oh man, the tanner would be great.""",['No Strategy'],0.0,219.0,223.0,Robber,Werewolf,3.0,0.7991213,0.94538784,0.85405886
James,03:43,No. I guarantee you this is how it is. I am so confident in this that no matter what-,['No Strategy'],3.0,223.0,230.0,Tanner,Tanner,2.0,0.6181556,0.3388685,0.6163715
Mitchell,03:50,"Oh my God, James. You are about to lose us the game again.",['Accusation'],0.0,230.0,234.0,Robber,Werewolf,3.0,0.8753564,0.2940154,0.93069214
James,03:54,"No matter what anyone says, my vote is Mitchell.",['Call for Action'],3.0,234.0,238.0,Tanner,Tanner,2.0,0.62779903,0.36686426,0.61545175
Alvin,03:58,"I think... I still stand by Justin, werewolf, Mitch, tanner.",['Accusation'],3.0,238.0,241.0,Seer,Seer,1.0,0.47386098,0.5648108,0.40237227
Mitchell,04:04,You're throwing me under the bus right now.,['Accusation'],0.0,244.0,254.0,Robber,Werewolf,3.0,0.8227613,0.20475636,0.87674546
Justin,04:14,He is a tanner. I'm with you on this 100%.,['Accusation'],3.0,254.0,259.0,Werewolf,Robber,0.0,0.8432189,0.6429857,0.9311975
Mitchell,04:19,The reason he gave no information in claiming the seer is because he had no information. He was the God damn werewolf.,"['Accusation', 'Defense']",0.0,259.0,267.0,Robber,Werewolf,3.0,0.8752557,0.28017294,0.9572532
Justin,04:27,I've got this information right here.,['Defense'],3.0,267.0,270.0,Werewolf,Robber,0.0,0.5210955,0.59549403,0.4601925
Alvin,04:30,You also could have looked at one of those and you were the werewolf.,['Accusation'],3.0,270.0,272.0,Seer,Seer,1.0,0.59055513,0.64154637,0.54304224
Justin,04:32,It's true. It's true.,['No Strategy'],3.0,272.0,276.0,Werewolf,Robber,0.0,0.579245,0.3490255,0.5772823
Mitchell,04:36,"Maybe he saw the other werewolf. Well actually, even if he saw any of these, he's not-",['Accusation'],0.0,276.0,279.0,Robber,Werewolf,3.0,0.5762261,0.70774704,0.6207855
Alvin,04:39,Well James and I know ... James and I have the same.,['Evidence'],3.0,279.0,281.0,Seer,Seer,1.0,0.40740547,0.3143194,0.32405165
Mitchell,04:41,"I believe both of you. Well, yeah. Yeah. You verified his story. I know you're telling the truth.",['Defense'],0.0,281.0,286.0,Robber,Werewolf,3.0,0.72443366,0.47334197,0.7514328
Alvin,04:46,Unless James is just pretending to be the-,['No Strategy'],3.0,286.0,288.0,Seer,Seer,1.0,0.5779997,0.5055463,0.5272655
James,04:48,"I'm not listening. I hesitated last time and I fucked the game up. I guarantee you that when we change cards, this is what you will see.",['Defense'],3.0,288.0,298.0,Tanner,Tanner,2.0,0.813113,0.17867272,0.808996
Justin,04:58,I honestly think what's happening is we have no werewolf and Mitch is the tanner.,['Accusation'],3.0,298.0,303.0,Werewolf,Robber,0.0,0.7155667,0.22820275,0.71457547
Mitchell,05:03,Okay. What if Justin could be the tanner by claiming the same role someone else has is a great way of getting-,['Accusation'],0.0,303.0,309.0,Robber,Werewolf,3.0,0.6523215,0.48198265,0.6446678
Alvin,05:10,We could still win if we just say they're both the werewolf and then he turns out to be the tanner.,['Call for Action'],3.0,310.0,316.0,Seer,Seer,1.0,0.6329076,0.54399645,0.61286384
James,05:16,"No. I guarantee you, Alvin, I guarantee you this is how it stands. I'm that confident.",['Defense'],3.0,316.0,321.0,Tanner,Tanner,2.0,0.7636241,0.50711125,0.76303005
Mitchell,05:21,His gut.,['No Strategy'],0.0,321.0,323.0,Robber,Werewolf,3.0,0.6119552,0.58767897,0.5239646
Mitchell,05:24,"So if I were a seer and he was the tanner, that would be a great opportunity to say, after I said I'm a seer, he goes, ""Wait, I'm the seer."" And then, there's suspicion. So that could be an attempt.",['Accusation'],0.0,324.0,335.0,Robber,Werewolf,3.0,0.62931067,0.6449073,0.6155738
Alvin,05:35,That's kind of what you did too though.,['No Strategy'],3.0,335.0,337.0,Seer,Seer,1.0,0.7615989,0.22688027,0.77093345
Justin,05:37,"In all fairness, a seer's also a good one when someone has already claimed something to verify someone else's story. Something that I did earlier-",['Defense'],3.0,337.0,346.0,Werewolf,Robber,0.0,0.7178579,0.42171505,0.73745763
Mitchell,05:47,"If I was a werewolf, that means that I claimed seer before I heard what everyone else said. That means that I would be-",['Defense'],0.0,347.0,356.0,Robber,Werewolf,3.0,0.6196331,0.41823402,0.61118275
James,05:57,"Whatever it is, they're not both werewolves because they're fighting, so I guarantee you it's Mitchell as a werewolf and Justin ... I don't know what the fuck Justin is.",['Accusation'],3.0,357.0,367.0,Tanner,Tanner,2.0,0.69212294,0.33956328,0.6326195
James,06:09,Vote for one.,['No Strategy'],3.0,369.0,371.0,Tanner,Tanner,2.0,0.71454453,0.66598225,0.73973286
Justin,06:11,Yeah. All right. We've got to vote right away.,['Call for Action'],3.0,371.0,373.0,Werewolf,Robber,0.0,0.6255069,0.53203905,0.6756354
James,06:14,Wow.,['No Strategy'],3.0,374.0,377.0,Tanner,Tanner,2.0,0.6267781,0.53771096,0.6936512
James,06:18,I am confident it's Mitchell.,['Accusation'],3.0,378.0,380.0,Tanner,Tanner,2.0,0.6878819,0.47686064,0.6947003
Justin,06:20,Let's now reveal. Let's think what chat thinks.,['No Strategy'],3.0,380.0,382.0,Werewolf,Robber,0.0,0.70007646,0.34138256,0.7357963
Alvin,06:22,It's a tie.,['No Strategy'],3.0,382.0,384.0,Seer,Seer,1.0,0.63811237,0.7227753,0.5908678
Mitchell,06:28,"Because in a tie, both people die.",['No Strategy'],0.0,388.0,390.0,Robber,Werewolf,3.0,0.5940995,0.19728667,0.57325435
Justin,06:30,Yep.,['No Strategy'],3.0,390.0,392.0,Werewolf,Robber,0.0,0.448156,0.31611377,0.47716883
James,06:32,"Alvin, you fucked us. I told you not to fuck us.",['No Strategy'],3.0,392.0,395.0,Tanner,Tanner,2.0,0.8300345,0.06646509,0.8239376
Mitchell,06:35,There's no more talking. It's over.,['No Strategy'],0.0,395.0,397.0,Robber,Werewolf,3.0,0.53262794,0.20526636,0.5141571
James,06:37,"Mitch would get chosen because Justin would be tanner then because he would win so you don't hang him. So no matter what, you hang Mitch.",['No Strategy'],3.0,397.0,403.0,Tanner,Tanner,2.0,0.59549683,0.41057384,0.5448902
James,06:44,Reveal.,['No Strategy'],3.0,404.0,407.0,Tanner,Tanner,2.0,0.47716367,0.47604078,0.51478356
James,06:48,Hold on. I told you.,['No Strategy'],3.0,408.0,411.0,Tanner,Tanner,2.0,0.7140543,0.8572437,0.7774011
Alvin,06:51,I thought you were too obviously the werewolf.,['No Strategy'],3.0,411.0,413.0,Seer,Seer,1.0,0.74593973,0.7402238,0.85425764
James,06:53,I told you you made it way too obvious.,['No Strategy'],3.0,413.0,415.0,Tanner,Tanner,2.0,0.7533461,0.6102469,0.81447613
James,06:55,I'm so sorry that I did this to you last round.,['No Strategy'],3.0,415.0,418.0,Tanner,Tanner,2.0,0.69123423,0.64636934,0.7524371
James,06:58,I told you.,['No Strategy'],3.0,418.0,420.0,Tanner,Tanner,2.0,0.890136,0.44955087,0.95832396
Alvin,07:01,I thought that was way too obvious.,['No Strategy'],3.0,421.0,423.0,Seer,Seer,1.0,0.8035662,0.20440221,0.8323516
Mitchell,07:03,"He hath ruled that there was no werewolves, but I was a werewolf.",['No Strategy'],0.0,423.0,425.0,Robber,Werewolf,3.0,0.5236267,0.43193355,0.52715254
James,07:05,I guaranteed it. I was so confident there.,['No Strategy'],3.0,425.0,429.0,Tanner,Tanner,2.0,0.76742816,0.678128,0.7909379
Alvin,07:09,I totally thought that was way too obvious.,['No Strategy'],3.0,429.0,431.0,Seer,Seer,1.0,0.54394895,0.30040556,0.5649348
Alvin,07:12,There was no way you would actually be the werewolf.,['No Strategy'],3.0,432.0,437.0,Seer,Seer,1.0,0.7407706,0.8497922,0.7343659
Justin,07:17,All right. So I'm liking-,['No Strategy'],3.0,437.0,439.0,Werewolf,Robber,0.0,0.7072679,0.38722882,0.76788175
Alvin,07:20,I totally overthought that because I knew-,['No Strategy'],3.0,440.0,444.0,Seer,Seer,1.0,0.59459007,0.8026292,0.62175846
Alvin,07:25,Yeah. I thought you were emphasizing-,['No Strategy'],3.0,445.0,450.0,Seer,Seer,1.0,0.7225713,0.83412766,0.7878061
Justin,07:30,"James, why don't you put your left hand on the table like mine is, just like your fingers on the edge. Just out like this, like I am.",['No Strategy'],3.0,450.0,455.0,Werewolf,Robber,0.0,0.53784734,0.5111227,0.55126494
James,07:35,Oh. Wait. Like this?,['No Strategy'],3.0,455.0,457.0,Tanner,Tanner,2.0,0.30983907,0.4928834,0.32561034
Justin,07:38,I think the table's a bit too far towards you guys when we knocked the table during-,['No Strategy'],3.0,458.0,461.0,Werewolf,Robber,0.0,0.5370508,0.41272843,0.54902554
Justin,07:42,"James, can you go like that again please? Yeah, that's good enough for me. Okay. Oh man.",['No Strategy'],3.0,462.0,468.0,Werewolf,Robber,0.0,0.64831275,0.8414555,0.6269029
Alvin,07:49,It's really smart.,['No Strategy'],3.0,469.0,472.0,Seer,Seer,1.0,0.5058858,0.5217656,0.4946937
Justin,07:52,So I think we're going to play one more round and then we're going to go over and play a bit of Spyfall.,['No Strategy'],3.0,472.0,475.0,Werewolf,Robber,0.0,0.6839922,0.66949165,0.72469944
Justin,07:56,It's a game very much like this. It's a deduction game.,['No Strategy'],3.0,476.0,479.0,Werewolf,Robber,0.0,0.7007883,0.50151604,0.68726957
Alvin,07:59,"I kind of want to try the new Koo game, or is that too intense?",['No Strategy'],3.0,479.0,482.0,Seer,Seer,1.0,0.6220312,0.64456195,0.61909765
Justin,08:02,We can do it.,['No Strategy'],3.0,482.0,487.0,Werewolf,Robber,0.0,0.57115555,0.40040427,0.6369431
Alvin,08:07,Is it a longer game? Because-,['No Strategy'],3.0,487.0,490.0,Seer,Seer,1.0,0.7075639,0.32791916,0.8279841
Justin,08:10,No. No. Koo's really short. It's just-,['No Strategy'],3.0,490.0,492.0,Werewolf,Robber,0.0,0.6846821,0.58283824,0.7170946
Justin,08:13,Of course.,['No Strategy'],3.0,493.0,498.0,Werewolf,Robber,0.0,0.6456212,0.54364336,0.6738591
James,08:18,Okay. Okay. So there's-,['No Strategy'],3.0,498.0,500.0,Tanner,Tanner,2.0,0.50604934,0.46701786,0.52087224
Justin,08:20,"I read the image and I looked at it. It could be fun. Here, we'll play one round of Spyfall.",['No Strategy'],3.0,500.0,508.0,Werewolf,Robber,0.0,0.6413326,0.73897374,0.7171322
Justin,08:30,"And then, we'll play if there's still time and mood.",['No Strategy'],3.0,510.0,514.0,Werewolf,Robber,0.0,0.5869093,0.6531321,0.5549941
James,08:38,No it's not. It's the same one.,['No Strategy'],3.0,518.0,521.0,Tanner,Tanner,2.0,0.4011419,0.43633348,0.3779594
James,08:43,Oh. Lucky Duke. Yeah.,['No Strategy'],3.0,523.0,525.0,Tanner,Tanner,2.0,0.62427,0.6504257,0.6756804
Justin,08:47,Thank you everyone who's come out and watched tonight. It's been tons of fun. I'm hoping you're enjoying One Night Ultimate Werewolf because we definitely are.,['No Strategy'],3.0,527.0,534.0,Werewolf,Robber,0.0,0.77572036,0.8311306,0.79497313
James,08:55,"So far I don't see anyone I like. Justin, it's you.",['No Strategy'],3.0,535.0,542.0,Tanner,Tanner,2.0,0.50565326,0.52750754,0.49603888
James,09:03,It's you and Emily Blunt.,['No Strategy'],3.0,543.0,545.0,Tanner,Tanner,2.0,0.55990183,0.45861876,0.54300404
Justin,09:05,It is me and Emily Blunt if we were merged together.,['No Strategy'],3.0,545.0,550.0,Werewolf,Robber,0.0,0.5172225,0.58991516,0.48337698
Justin,09:12,"I love that James is a wrecking ball to logic and planning. So yeah, Mitch, we're going to play one more round of Ultimate Werewolf, then Spyfall.",['No Strategy'],3.0,552.0,560.0,Werewolf,Robber,0.0,0.7590337,0.7639042,0.8018167
Justin,09:21,"And then after one round of Spyfall, we'll see if we want to play another one or if we just jump over and do some-",['No Strategy'],3.0,561.0,568.0,Werewolf,Robber,0.0,0.76462203,0.9358942,0.77408725
Justin,09:28,"That is me, actually. Physically.",['No Strategy'],3.0,568.0,570.0,Werewolf,Robber,0.0,0.5480969,0.48102802,0.53738683
Alvin,09:30,We can always play Rebellion.,['No Strategy'],3.0,570.0,572.0,Seer,Seer,1.0,0.6640735,0.90340495,0.72066087
James,09:32,"Wait, wait, wait. I only have two more. I only have two more. Capitalist. bitch. And the bang. Here.",['No Strategy'],3.0,572.0,580.0,Tanner,Tanner,2.0,0.55576617,0.5200509,0.5436444
Mitchell,09:40,Okay. What's this stuff in the back?,['No Strategy'],0.0,580.0,583.0,Robber,Werewolf,3.0,0.51534414,0.37886295,0.5165303
Alvin,09:46,We were sold on the packaging.,['No Strategy'],3.0,586.0,589.0,Seer,Seer,1.0,0.66997296,0.8013473,0.708848
Justin,09:51,Let's go for one more One Night of Ultimate Werewolf.,['No Strategy'],3.0,591.0,595.0,Werewolf,Robber,0.0,0.70141476,0.63179886,0.7260497
James,09:55,One Night Fever. He's going to complete the spell this round. I don't think we should.,['No Strategy'],3.0,595.0,600.0,Tanner,Tanner,2.0,0.73905987,0.56330097,0.77732426
